Fold_Index,Iterations,R2,MSE,MAE,CA,ARRMSE,Added_Pairs
7,0,0.2734,0.5498,0.4822,0.2175,0.8311,30
7,1,0.3028,0.5312,0.4716,0.2288,0.8155,30
7,2,0.2795,0.5486,0.4789,0.2316,0.8294,30
7,3,0.3272,0.5174,0.471,0.2316,0.8031,30
7,4,0.2882,0.5433,0.4746,0.2514,0.824,30
7,5,0.3182,0.5214,0.4696,0.2571,0.807,0
