Fold_Index,Iterations,R2,MSE,MAE,CA,ARRMSE,Added_Pairs
3,0,0.3966,0.4783,0.4218,0.2542,0.7708,30
3,1,0.3714,0.4978,0.4257,0.2599,0.7876,30
3,2,0.3824,0.4843,0.4197,0.2797,0.7796,30
3,3,0.366,0.5044,0.4265,0.274,0.7917,30
3,4,0.3696,0.5003,0.4213,0.2853,0.7904,30
3,5,0.3529,0.5188,0.4301,0.274,0.8015,0
