Fold_Index,Iterations,R2,MSE,MAE,CA,ARRMSE,Added_Pairs
3,0,0.3876,0.4835,0.4244,0.2627,0.7765,30
3,1,0.3863,0.4857,0.4246,0.2712,0.7781,30
3,2,0.3834,0.4865,0.4269,0.2684,0.7796,30
3,3,0.3781,0.4926,0.429,0.274,0.7839,30
3,4,0.3683,0.499,0.4311,0.2684,0.7911,30
3,5,0.3646,0.5048,0.4293,0.274,0.7927,0
