Fold_Index,Iterations,R2,MSE,MAE,CA,ARRMSE,Added_Pairs
1,0,0.3864,0.6029,0.4725,0.2147,0.7763,30
1,1,0.3723,0.6158,0.4699,0.2006,0.7856,30
1,2,0.3731,0.6159,0.4737,0.226,0.7847,30
1,3,0.3672,0.621,0.4737,0.2203,0.7888,30
1,4,0.3728,0.6135,0.4707,0.2316,0.7849,30
1,5,0.3689,0.6171,0.4715,0.2147,0.7859,0
