Fold_Index,Iterations,R2,MSE,MAE,CA,ARRMSE,Added_Pairs
1,0,0.3597,0.628,0.4845,0.2175,0.792,30
1,1,0.3643,0.625,0.4819,0.2062,0.7882,30
1,2,0.3652,0.6226,0.4879,0.2006,0.7901,30
1,3,0.3431,0.6426,0.4906,0.2175,0.8037,30
1,4,0.3498,0.6354,0.4929,0.1864,0.8003,30
1,5,0.3562,0.6302,0.4898,0.2006,0.7965,0
