Fold_Index,Iterations,R2,MSE,MAE,CA,ARRMSE,Added_Pairs
2,0,0.3759,1.0534,0.588,0.2373,0.7883,30
2,1,0.3564,1.0814,0.6022,0.2232,0.8015,30
2,2,0.3411,1.1096,0.5989,0.2119,0.8105,30
2,3,0.3703,1.0621,0.5907,0.2147,0.7915,30
2,4,0.3814,1.0453,0.5924,0.2232,0.7849,30
2,5,0.3527,1.0906,0.6007,0.2232,0.8033,0
