Fold_Index,Iterations,R2,MSE,MAE,CA,ARRMSE,Added_Pairs
8,0,0.5909,0.5489,0.4619,0.1723,0.6248,30
8,1,0.586,0.5517,0.4619,0.1808,0.6303,30
8,2,0.5853,0.5525,0.4621,0.1949,0.6315,30
8,3,0.5921,0.5462,0.4593,0.1949,0.6244,30
8,4,0.604,0.5301,0.453,0.209,0.6166,30
8,5,0.5968,0.5385,0.4518,0.2006,0.6215,0
