Fold_Index,Iterations,R2,MSE,MAE,CA,ARRMSE,Added_Pairs
4,0,0.4307,0.5483,0.413,0.2401,0.7332,30
4,1,0.4325,0.545,0.4117,0.2571,0.7287,30
4,2,0.4273,0.5518,0.4158,0.2401,0.7379,30
4,3,0.4365,0.5402,0.4078,0.2486,0.7266,30
4,4,0.4344,0.5423,0.4133,0.2514,0.7295,30
4,5,0.4279,0.5482,0.4124,0.2599,0.7325,0
