Fold_Index,Iterations,R2,MSE,MAE,CA,ARRMSE,Added_Pairs
6,0,0.5436,0.5413,0.474,0.1667,0.6629,30
6,1,0.53,0.5589,0.4688,0.178,0.673,30
6,2,0.5468,0.5344,0.4704,0.2062,0.6621,30
6,3,0.5313,0.5534,0.4743,0.2006,0.6726,30
6,4,0.5315,0.5508,0.4688,0.1921,0.6739,30
6,5,0.5528,0.5266,0.4633,0.1977,0.6547,0
