Fold_Index,Iterations,R2,MSE,MAE,CA,ARRMSE,Added_Pairs
8,0,0.606,0.5208,0.4503,0.1921,0.6173,30
8,1,0.6176,0.5067,0.4454,0.2034,0.6087,30
8,2,0.5987,0.5353,0.4513,0.2203,0.6204,30
8,3,0.6105,0.5187,0.4428,0.2203,0.6123,30
8,4,0.6101,0.5178,0.4521,0.178,0.613,30
8,5,0.6104,0.5174,0.4449,0.2401,0.6141,0
