Fold_Index,Iterations,R2,MSE,MAE,CA,ARRMSE,Added_Pairs
9,0,0.4581,0.3877,0.3554,0.2994,0.7165,30
9,1,0.4652,0.3809,0.353,0.2797,0.711,30
9,2,0.4572,0.3873,0.3549,0.3079,0.7154,30
9,3,0.4476,0.3899,0.3587,0.2712,0.7204,30
9,4,0.4751,0.3735,0.3537,0.274,0.7027,30
9,5,0.4826,0.3647,0.351,0.2797,0.697,0
