Fold_Index,Iterations,R2,MSE,MAE,CA,ARRMSE,Added_Pairs
6,0,0.5612,0.5193,0.4631,0.1751,0.6484,30
6,1,0.5453,0.5355,0.4666,0.1836,0.6606,30
6,2,0.5526,0.5285,0.4636,0.1893,0.6553,30
6,3,0.5579,0.5215,0.461,0.2062,0.6514,30
6,4,0.5588,0.5218,0.4589,0.1921,0.6495,30
6,5,0.5636,0.5157,0.4607,0.1638,0.6458,0
