Fold_Index,Iterations,R2,MSE,MAE,CA,ARRMSE,Added_Pairs
9,0,0.469,0.3757,0.3485,0.2797,0.7067,30
9,1,0.4716,0.3722,0.3494,0.2994,0.7076,30
9,2,0.4622,0.3766,0.3562,0.2768,0.7138,30
9,3,0.4583,0.3823,0.3552,0.2825,0.7158,30
9,4,0.4585,0.3835,0.3558,0.2712,0.7152,30
9,5,0.4641,0.3807,0.3549,0.2853,0.712,0
