Fold_Index,Iterations,R2,MSE,MAE,CA,ARRMSE,Added_Pairs
7,0,0.2905,0.5372,0.4769,0.2288,0.8239,30
7,1,0.307,0.5269,0.4733,0.2429,0.815,30
7,2,0.2984,0.5352,0.4754,0.2373,0.8199,30
7,3,0.3218,0.522,0.469,0.2542,0.8064,30
7,4,0.3012,0.5355,0.4725,0.2655,0.8191,30
7,5,0.3212,0.5199,0.4683,0.2571,0.8061,0
