Fold_Index,Iterations,R2,MSE,MAE,CA,ARRMSE,Added_Pairs
5,0,0.5286,0.3564,0.4024,0.1977,0.6856,30
5,1,0.5146,0.3674,0.4045,0.2175,0.6947,30
5,2,0.5166,0.3619,0.4066,0.1808,0.6942,30
5,3,0.5213,0.362,0.4045,0.2175,0.691,30
5,4,0.5028,0.3762,0.4098,0.2062,0.7032,30
5,5,0.5297,0.3553,0.3972,0.2175,0.6848,0
