Fold_Index,Iterations,R2,MSE,MAE,CA,ARRMSE,Added_Pairs
4,0,0.4206,0.5572,0.4169,0.226,0.7384,30
4,1,0.4342,0.5448,0.4135,0.2203,0.7298,30
4,2,0.428,0.5509,0.4165,0.226,0.7361,30
4,3,0.4263,0.5522,0.4176,0.2288,0.7367,30
4,4,0.4287,0.5488,0.4155,0.2288,0.7339,30
4,5,0.4327,0.5437,0.412,0.2119,0.7283,0
