Fold_Index,Iterations,R2,MSE,MAE,CA,ARRMSE,AddedPairs
0,0,-0.4252,1.6186,0.8404,0.2006,1.1899,0
0,1,-0.4252,1.6186,0.8404,0.2006,1.1899,0
0,2,-0.4252,1.6186,0.8404,0.2006,1.1899,0
0,3,-0.4252,1.6186,0.8404,0.2006,1.1899,0
0,4,-0.4252,1.6186,0.8404,0.2006,1.1899,0
