Fold_Index,Iterations,R2,MSE,MAE,CA,ARRMSE,Added_Pairs
7,0,0.4123,0.4478,0.4358,0.2514,0.7462,"[60, 60, 60, 60, 60]"
7,1,0.4268,0.4378,0.4036,0.2458,0.7264,"[60, 60, 60, 60, 60]"
7,2,0.474,0.4025,0.4002,0.2514,0.7045,"[60, 60, 60, 60, 60]"
7,3,0.4985,0.3798,0.3825,0.2627,0.6832,"[60, 60, 60, 60, 60]"
7,4,0.5638,0.344,0.3694,0.2345,0.6453,"[60, 60, 60, 60, 60]"
7,5,0.0,0.0,0.0,0.0,0.0,0
