Fold_Index,Iterations,R2,MSE,MAE,CA,ARRMSE,Added_Pairs
6,0,0.6376,0.4163,0.4286,0.2034,0.5904,"[60, 60, 60, 60, 60]"
6,1,0.6355,0.4188,0.4491,0.1893,0.6003,"[60, 60, 60, 60, 60]"
6,2,0.6277,0.4175,0.4191,0.2006,0.587,"[60, 60, 60, 60, 60]"
6,3,0.6573,0.3816,0.3853,0.2458,0.5569,"[60, 60, 60, 60, 60]"
6,4,0.6654,0.3713,0.3607,0.2599,0.5486,"[60, 60, 60, 60, 60]"
6,5,0.0,0.0,0.0,0.0,0.0,0
