Fold_Index,Iterations,R2,MSE,MAE,CA,ARRMSE,Added_Pairs
4,0,0.4645,0.5098,0.3833,0.2599,0.6954,"[60, 60, 60, 60, 60]"
4,1,0.4433,0.5299,0.3845,0.2881,0.7111,"[60, 60, 60, 60, 60]"
4,2,0.5323,0.4492,0.3666,0.2853,0.6544,"[60, 60, 60, 60, 60]"
4,3,0.5811,0.3987,0.3468,0.274,0.6111,"[60, 60, 60, 60, 60]"
4,4,0.602,0.3732,0.3383,0.2768,0.5867,"[60, 60, 60, 60, 60]"
4,5,0.0,0.0,0.0,0.0,0.0,0
