Fold_Index,Iterations,R2,MSE,MAE,CA,ARRMSE,Added_Pairs
1,0,0.4485,0.543,0.4182,0.2429,0.7178,"[60, 60, 60, 60, 60]"
1,1,0.501,0.4947,0.3955,0.2684,0.667,"[60, 60, 60, 60, 60]"
1,2,0.5257,0.4708,0.386,0.2345,0.65,"[60, 60, 60, 60, 60]"
1,3,0.5369,0.4602,0.3778,0.2458,0.6391,"[60, 60, 60, 60, 60]"
1,4,0.5633,0.4258,0.3697,0.2599,0.6194,"[60, 60, 60, 60, 60]"
1,5,0.0,0.0,0.0,0.0,0.0,0
