Fold_Index,Iterations,R2,MSE,MAE,CA,ARRMSE,Added_Pairs
0,0,0.4424,0.5182,0.4283,0.2514,0.7075,"[60, 60, 60, 60, 60]"
0,1,0.4787,0.4804,0.399,0.2401,0.6771,"[60, 60, 60, 60, 60]"
0,2,0.5252,0.43,0.3684,0.2938,0.6221,"[60, 60, 60, 60, 60]"
0,3,0.5671,0.3841,0.3777,0.2316,0.5925,"[60, 60, 60, 60, 60]"
0,4,0.6007,0.3609,0.3587,0.2514,0.5738,"[60, 60, 60, 60, 60]"
0,5,0.0,0.0,0.0,0.0,0.0,0
