Fold_Index,Iterations,R2,MSE,MAE,CA,ARRMSE,Added_Pairs
7,0,0.3687,0.475,0.4476,0.2119,0.767,"[60, 60, 60, 60, 60]"
7,1,0.4138,0.444,0.4251,0.2599,0.743,"[60, 60, 60, 60, 60]"
7,2,0.4776,0.3961,0.4044,0.2429,0.7031,"[60, 60, 60, 60, 60]"
7,3,0.4861,0.3922,0.395,0.2514,0.6969,"[60, 60, 60, 60, 60]"
7,4,0.591,0.3098,0.3388,0.2881,0.6251,"[60, 60, 60, 60, 60]"
7,5,0.0,0.0,0.0,0.0,0.0,0
