Fold_Index,Iterations,R2,MSE,MAE,CA,ARRMSE,Added_Pairs
9,0,0.3789,0.4428,0.4178,0.2797,0.7549,"[60, 60, 60, 60, 60]"
9,1,0.5001,0.3562,0.3481,0.2994,0.6951,"[60, 60, 60, 60, 60]"
9,2,0.5543,0.313,0.3162,0.3192,0.6494,"[60, 60, 60, 60, 60]"
9,3,0.6294,0.2648,0.2886,0.3333,0.5759,"[60, 60, 60, 60, 60]"
9,4,0.6241,0.2699,0.2852,0.3588,0.5807,"[60, 60, 60, 60, 60]"
9,5,0.0,0.0,0.0,0.0,0.0,0
