Fold_Index,Iterations,R2,MSE,MAE,CA,ARRMSE,Added_Pairs
2,0,0.5625,0.735,0.5363,0.1921,0.6562,"[60, 60, 60, 60, 60]"
2,1,0.5975,0.6881,0.4959,0.2147,0.624,"[60, 60, 60, 60, 60]"
2,2,0.6587,0.5935,0.4489,0.2119,0.5603,"[60, 60, 60, 60, 60]"
2,3,0.6711,0.5724,0.4302,0.2571,0.5461,"[60, 60, 60, 60, 60]"
2,4,0.6485,0.6114,0.4329,0.2514,0.5659,"[60, 60, 60, 60, 60]"
2,5,0.0,0.0,0.0,0.0,0.0,0
