Fold_Index,Iterations,R2,MSE,MAE,CA,ARRMSE,Added_Pairs
9,0,0.4989,0.3553,0.3713,0.2542,0.6911,"[60, 60, 60, 60, 60]"
9,1,0.5103,0.3419,0.3403,0.2825,0.685,"[60, 60, 60, 60, 60]"
9,2,0.55,0.3125,0.3185,0.3107,0.6473,"[60, 60, 60, 60, 60]"
9,3,0.585,0.2911,0.2978,0.3277,0.6115,"[60, 60, 60, 60, 60]"
9,4,0.5979,0.2896,0.3079,0.3333,0.6112,"[60, 60, 60, 60, 60]"
9,5,0.0,0.0,0.0,0.0,0.0,0
