Fold_Index,Iterations,R2,MSE,MAE,CA,ARRMSE,Added_Pairs
8,0,0.644,0.4672,0.4241,0.1667,0.5737,"[60, 60, 60, 60, 60]"
8,1,0.654,0.4596,0.4079,0.2203,0.5657,"[60, 60, 60, 60, 60]"
8,2,0.7335,0.3485,0.389,0.2373,0.505,"[60, 60, 60, 60, 60]"
8,3,0.7468,0.3343,0.3718,0.2514,0.4945,"[60, 60, 60, 60, 60]"
8,4,0.7513,0.3269,0.3627,0.2514,0.4866,"[60, 60, 60, 60, 60]"
8,5,0.0,0.0,0.0,0.0,0.0,0
