Fold_Index,Iterations,R2,MSE,MAE,CA,ARRMSE,Added_Pairs
6,0,0.6117,0.456,0.4825,0.178,0.6213,"[60, 60, 60, 60, 60]"
6,1,0.6132,0.4412,0.4592,0.1554,0.6114,"[60, 60, 60, 60, 60]"
6,2,0.6632,0.3873,0.4185,0.1695,0.5689,"[60, 60, 60, 60, 60]"
6,3,0.6587,0.3799,0.3843,0.2232,0.5558,"[60, 60, 60, 60, 60]"
6,4,0.6507,0.3852,0.3758,0.2203,0.5553,"[60, 60, 60, 60, 60]"
6,5,0.0,0.0,0.0,0.0,0.0,0
