Fold_Index,Iterations,R2,MSE,MAE,CA,ARRMSE,Added_Pairs
4,0,0.4249,0.5493,0.4034,0.2599,0.7232,"[60, 60, 60, 60, 60]"
4,1,0.503,0.4706,0.382,0.2966,0.673,"[60, 60, 60, 60, 60]"
4,2,0.5917,0.3843,0.3478,0.2881,0.6042,"[60, 60, 60, 60, 60]"
4,3,0.5975,0.3778,0.3462,0.2712,0.5974,"[60, 60, 60, 60, 60]"
4,4,0.5967,0.3737,0.3349,0.2712,0.5914,"[60, 60, 60, 60, 60]"
4,5,0.0,0.0,0.0,0.0,0.0,0
