Fold_Index,Iterations,R2,MSE,MAE,CA,ARRMSE,Added_Pairs
0,0,0.4314,0.5117,0.4179,0.2627,0.7085,"[60, 60, 60, 60, 60]"
0,1,0.5002,0.4691,0.3874,0.2825,0.6598,"[60, 60, 60, 60, 60]"
0,2,0.5643,0.3892,0.3713,0.2542,0.6042,"[60, 60, 60, 60, 60]"
0,3,0.551,0.3935,0.3679,0.2627,0.6006,"[60, 60, 60, 60, 60]"
0,4,0.5942,0.363,0.3522,0.2768,0.5766,"[60, 60, 60, 60, 60]"
0,5,0.0,0.0,0.0,0.0,0.0,0
