Fold_Index,Iterations,R2,MSE,MAE,CA,ARRMSE,Added_Pairs
8,0,0.6533,0.4571,0.4048,0.1893,0.5658,"[60, 60, 60, 60, 60]"
8,1,0.6843,0.3979,0.4282,0.1864,0.5514,"[60, 60, 60, 60, 60]"
8,2,0.7164,0.3597,0.3837,0.2401,0.5215,"[60, 60, 60, 60, 60]"
8,3,0.7211,0.3564,0.3702,0.2345,0.5102,"[60, 60, 60, 60, 60]"
8,4,0.7325,0.3441,0.366,0.2571,0.5013,"[60, 60, 60, 60, 60]"
8,5,0.0,0.0,0.0,0.0,0.0,0
