Fold_Index,Iterations,R2,MSE,MAE,CA,ARRMSE,Added_Pairs
1,0,0.3803,0.6079,0.4535,0.2429,0.7694,"[60, 60, 60, 60, 60]"
1,1,0.4877,0.5073,0.4084,0.2797,0.6797,"[60, 60, 60, 60, 60]"
1,2,0.5039,0.4916,0.3954,0.2853,0.667,"[60, 60, 60, 60, 60]"
1,3,0.5412,0.4518,0.3803,0.2712,0.6387,"[60, 60, 60, 60, 60]"
1,4,0.567,0.4121,0.3738,0.2825,0.6202,"[60, 60, 60, 60, 60]"
1,5,0.0,0.0,0.0,0.0,0.0,0
