Fold_Index,Iterations,R2,MSE,MAE,CA,ARRMSE,AddedPairs
5,0,-0.4492,1.0671,0.6499,0.1836,1.1943,0
5,1,-0.4492,1.0671,0.6499,0.1836,1.1943,0
5,2,-0.4492,1.0671,0.6499,0.1836,1.1943,0
5,3,-0.4492,1.0671,0.6499,0.1836,1.1943,0
5,4,-0.4492,1.0671,0.6499,0.1836,1.1943,0
