Fold_Index,Iterations,R2,MSE,MAE,CA,ARRMSE,AddedPairs
0,0,-0.9883,2.2955,1.0229,0.2486,1.3849,0
0,1,-0.9883,2.2955,1.0229,0.2486,1.3849,0
0,2,-0.9883,2.2955,1.0229,0.2486,1.3849,0
0,3,-0.9883,2.2955,1.0229,0.2486,1.3849,0
0,4,-0.9883,2.2955,1.0229,0.2486,1.3849,0
