Fold_Index,Iterations,R2,MSE,MAE,CA,ARRMSE,AddedPairs
9,0,-0.0756,0.7454,0.5971,0.1441,1.0366,0
9,1,-0.0756,0.7454,0.5971,0.1441,1.0366,0
9,2,-0.0756,0.7454,0.5971,0.1441,1.0366,0
9,3,-0.0756,0.7454,0.5971,0.1441,1.0366,0
9,4,-0.0756,0.7454,0.5971,0.1441,1.0366,0
