Fold_Index,Iterations,R2,MSE,MAE,CA,ARRMSE,AddedPairs
1,0,-0.3576,1.3124,0.7172,0.2288,1.1592,0
1,1,-0.3576,1.3124,0.7172,0.2288,1.1592,0
1,2,-0.3576,1.3124,0.7172,0.2288,1.1592,0
1,3,-0.3576,1.3124,0.7172,0.2288,1.1592,0
1,4,-0.3576,1.3124,0.7172,0.2288,1.1592,0
