Fold_Index,Iterations,R2,MSE,MAE,CA,ARRMSE,AddedPairs
3,0,-0.5723,1.0517,0.7273,0.1469,1.2103,0
3,1,-0.5723,1.0517,0.7273,0.1469,1.2103,0
3,2,-0.5723,1.0517,0.7273,0.1469,1.2103,0
3,3,-0.5723,1.0517,0.7273,0.1469,1.2103,0
3,4,-0.5723,1.0517,0.7273,0.1469,1.2103,0
