Fold_Index,Iterations,R2,MSE,MAE,CA,ARRMSE,AddedPairs
4,0,-0.4542,1.4524,0.8975,0.0678,1.1918,0
4,1,-0.4542,1.4524,0.8975,0.0678,1.1918,0
4,2,-0.4542,1.4524,0.8975,0.0678,1.1918,0
4,3,-0.4542,1.4524,0.8975,0.0678,1.1918,0
4,4,-0.4542,1.4524,0.8975,0.0678,1.1918,0
