Fold_Index,Iterations,R2,MSE,MAE,CA,ARRMSE,AddedPairs
2,0,-0.3613,2.2261,0.9383,0.1949,1.1592,0
2,1,-0.3613,2.2261,0.9383,0.1949,1.1592,0
2,2,-0.3613,2.2261,0.9383,0.1949,1.1592,0
2,3,-0.3613,2.2261,0.9383,0.1949,1.1592,0
2,4,-0.3613,2.2261,0.9383,0.1949,1.1592,0
