Fold_Index,Iterations,R2,MSE,MAE,CA,ARRMSE,AddedPairs
8,0,-0.1457,1.419,0.8431,0.1356,1.0698,0
8,1,-0.1457,1.419,0.8431,0.1356,1.0698,0
8,2,-0.1457,1.419,0.8431,0.1356,1.0698,0
8,3,-0.1457,1.419,0.8431,0.1356,1.0698,0
8,4,-0.1457,1.419,0.8431,0.1356,1.0698,0
